target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2,reactant-1-3,reactant-2-3,reaction-product-smiles-3,reaction-name-3,reaction-recipe-3,reaction-groupby-column-3
C73,1,,,,COCC(=O)O,NC(=O)C1CCCNC1,COCC(=O)N1CCCC(C(N)=O)C1,Amidation,,,,,,,,,,,,,,
C91,1,,,,O=C(O)CCl,Cc1nn(C)c(C)c1CC(=O)NC(CN)c1ccc2ccccc2c1,Cc1nn(C)c(C)c1CC(=O)NC(CNC(=O)CCl)c1ccc2ccccc2c1,Amidation,,,,,,,,,,,,,,
C92,1,,,,CC(CC(=O)O)C(F)(F)F,COc1cc(N)n(C)n1,COc1cc(NC(=O)CC(C)C(F)(F)F)n(C)n1,Amidation,,,,,,,,,,,,,,
C93,1,,,,CCI,CCC(=O)c1ccc(O)cc1,CCOc1ccc(C(=O)CC)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82240,1,,,,CC(=O)c1ccc(O)cc1,ClCCBr,CC(=O)c1ccc(OCCBr)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C139,1,,,,NCC(=O)O,Cc1nn(C)c(C)c1CC(=O)NC(CN)c1ccc2ccccc2c1,Cc1nn(C)c(C)c1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,Amidation,,,,,,,,,,,,,,
C82252,1,,,,CCI,CC(=O)c1ccc(O)c(N)c1,CCOc1ccc(C(C)=O)cc1N,Williamson_ether_synthesis,,,,,,,,,,,,,,
C51466,1,,,,CCC(C#N)(CC)C(=O)O,CCOC(=O)c1nn(C)c(N)c1Br,CCOC(=O)c1nn(C)c(NC(=O)C(C#N)(CC)CC)c1Br,Amidation,,,,,,,,,,,,,,
C82256,1,,,,CCI,CC(=O)c1ccc(O)c(F)c1,CCOc1ccc(C(C)=O)cc1F,Williamson_ether_synthesis,,,,,,,,,,,,,,
C49348,1,,,,CC(C#N)C(=O)O,CCOC(=O)c1cc(N)n(C)n1,CCOC(=O)c1cc(NC(=O)C(C)C#N)n(C)n1,Amidation,,,,,,,,,,,,,,
C171,1,,,,N#CCC(=O)O,NC(=O)c1ccc(N)cn1,N#CCC(=O)Nc1ccc(C(N)=O)nc1,Amidation,,,,,,,,,,,,,,
C181,1,,,,Cc1ccc(C=O)cc1C,Nc1ccc(N2CCNC(=O)C2)cn1,Cc1ccc(CNc2ccc(N3CCNC(=O)C3)cn2)cc1C,Reductive_amination,,,,,,,,,,,,,,
C182,1,,,,O=C(O)C1CCNC1=O,c1ccc(CNC2CCCNC2)cc1,O=C1NCCC1C(=O)N1CCCC(NCc2ccccc2)C1,Amidation,,,,,,,,,,,,,,
C183,1,,,,O=C1NCCN1c1ccc(Br)cc1,NCc1ccc(C(F)(F)F)cc1,O=C1NCCN1c1ccc(NCc2ccc(C(F)(F)F)cc2)cc1,Buchwald-Hartwig_amination,,,,,,,,,,,,,,
C184,1,,,,O=C1NCCN1c1ccc(Br)cc1,NCc1cccc(F)c1,O=C1NCCN1c1ccc(NCc2cccc(F)c2)cc1,Buchwald-Hartwig_amination,,,,,,,,,,,,,,
C185,1,,,,Nc1ccc(N2CCNC(=O)C2)cn1,CSc1cccc(C=O)c1,CSc1cccc(CNc2ccc(N3CCNC(=O)C3)cn2)c1,Reductive_amination,,,,,,,,,,,,,,
C186,1,,,,Cn1nc(C2CCOCC2)cc1C(=O)O,O=C1CC(CO)CN1,Cn1nc(C2CCOCC2)cc1C(=O)OCC1CNC(=O)C1,Steglich_esterification,,,,,,,,,,,,,,
C187,1,,,,NCc1ccc(C(=O)O)cc1,Nc1c[nH]c2ccccc12,NCc1ccc(C(=O)Nc2c[nH]c3ccccc23)cc1,Amidation,,,,,,,,,,,,,,
C191,1,,,,COc1cncc(CCC(=O)O)c1,NC1CCNC1=O,COc1cncc(CCC(=O)NC2CCNC2=O)c1,Amidation,,,,,,,,,,,,,,
C192,1,,,,O=C(O)c1ccncc1F,O=C1NCCCC1CO,O=C(OCC1CCCNC1=O)c1ccncc1F,Steglich_esterification,,,,,,,,,,,,,,
C194,1,,,,CC(C)(C)C(=O)Nc1ccc(C(=O)O)cn1,CCC1CC(N)C1,CCC1CC(NC(=O)c2ccc(NC(=O)C(C)(C)C)nc2)C1,Amidation,,,,,,,,,,,,,,
C195,1,,,,N#CCC(=O)O,CCOC(=O)c1cc(N)n(C)n1,CCOC(=O)c1cc(NC(=O)CC#N)n(C)n1,Amidation,,,,,,,,,,,,,,
C196,1,,,,CC(C)(C)C(=O)Nc1ccc(C(=O)O)cn1,NC1(C(F)F)CCC1,CC(C)(C)C(=O)Nc1ccc(C(=O)NC2(C(F)F)CCC2)cn1,Amidation,,,,,,,,,,,,,,
C197,1,,,,N#CCC1CC(N)C1,CCCC(=O)NC1CCNCC1,CCCC(=O)NC1CCN(C(=O)NC2CC(CC#N)C2)CC1,Formation_of_urea_from_two_amines,,,,,,,,,,,,,,
C198,1,,,,O=C(O)C12CCC(CO1)C2,NC(=O)c1cc(N)[nH]n1,NC(=O)c1cc(NC(=O)C23CCC(CO2)C3)[nH]n1,Amidation,,,,,,,,,,,,,,
C199,1,,,,O=C(O)c1cc2ccsc2[nH]1,NC1CC(C(F)(F)F)C1,O=C(NC1CC(C(F)(F)F)C1)c1cc2ccsc2[nH]1,Amidation,,,,,,,,,,,,,,
C82281,1,,,,C=C(Br)CI,CC(=O)c1ccc(O)cc1,C=C(CI)Oc1ccc(C(C)=O)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C204,1,,,,Nc1ccccc1CS(N)(=O)=O,CC1(N)CCC1,CC1(NC(=O)Nc2ccccc2CS(N)(=O)=O)CCC1,Formation_of_urea_from_two_amines,,,,,,,,,,,,,,
C82278,1,,,,CC(=O)c1ccc(O)cc1,ClCCBr,CC(=O)c1ccc(OCCCl)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C211,1,,,,O=Cc1cccc(F)c1,Nc1ccc(N2CCCC2=O)cn1,O=C1CCCN1c1ccc(NCc2cccc(F)c2)nc1,Reductive_amination,,,,,,,,,,,,,,
C103491,1,,,,NC(=O)C(=O)O,NNc1ccc(C(N)=O)cc1,NC(=O)C(=O)NNc1ccc(C(N)=O)cc1,Amidation,,,,,,,,,,,,,,
C236,1,,,,CCI,O=C(CCl)c1ccc(O)cc1,CCOc1ccc(C(=O)CCl)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C240,1,,,,CCI,CC(=O)c1ccc(O)cc1,CCOc1ccc(C(C)=O)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C20840,1,,,,O=C1NCCN1c1ccc(Br)cc1,NCc1c(F)cc(C(F)(F)F)cc1F,O=C1NCCN1c1ccc(NCc2c(F)cc(C(F)(F)F)cc2F)cc1,Buchwald-Hartwig_amination,,,,,,,,,,,,,,
C242,1,,,,CC(=O)O,CC(=O)c1ccc(N)cc1,CC(=O)Nc1ccc(C(C)=O)cc1,Amidation,,,,,,,,,,,,,,
C243,1,,,,CC(=O)O,Nc1ccc(C=O)cc1,CC(=O)Nc1ccc(C=O)cc1,Amidation,,,,,,,,,,,,,,
C20845,1,,,,NCc1ccc(C(F)(F)F)cc1,O=C1NC(=O)N(c2ccc(Br)cc2)C1=O,O=C1NC(=O)N(c2ccc(NCc3ccc(C(F)(F)F)cc3)cc2)C1=O,Buchwald-Hartwig_amination,,,,,,,,,,,,,,
C103509,1,,,,NC(=O)C(=O)O,NNc1ccc(C(N)=O)cc1,NC(=O)C(=O)N(N)c1ccc(C(N)=O)cc1,Amidation,,,,,,,,,,,,,,
C89662,1,,,,ClCCBr,O=Cc1cc(Cl)c(O)c(Br)c1,O=Cc1cc(Cl)c(OCCBr)c(Br)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C47382,1,,,,NC(=O)c1ccc(N)cn1,CCC(C#N)(CC)C(=O)O,CCC(C#N)(CC)C(=O)Nc1ccc(C(N)=O)nc1,Amidation,,,,,,,,,,,,,,
C82334,1,,,,CC=CCI,CC(=O)c1ccc(O)cc1,CC=CCOc1ccc(C(C)=O)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C49513,1,,,,N#CC(=NO)C(=O)O,CCOC(=O)c1cc(N)n(C)n1,CCOC(=O)c1cc(NC(=O)C(C#N)=NO)n(C)n1,Amidation,,,,,,,,,,,,,,
C65637,1,,,,CCC(=O)c1ccc(O)c(Cl)c1,C#CCCI,C#CCCOc1ccc(C(=O)CC)cc1Cl,Williamson_ether_synthesis,,,,,,,,,,,,,,
C93206,1,,,,NCC(=O)O,CC(=O)c1ccc(N)cc1,CC(=O)c1ccc(NC(=O)CN)cc1,Amidation,,,,,,,,,,,,,,
C93218,1,,,,CC(=O)O,CC(=O)c1ccc(N)cc1Cl,CC(=O)Nc1ccc(C(C)=O)c(Cl)c1,Amidation,,,,,,,,,,,,,,
C93225,1,,,,O=C(O)CO,CC(=O)c1ccc(N)cc1,CC(=O)c1ccc(NC(=O)CO)cc1,Amidation,,,,,,,,,,,,,,
C93229,1,,,,O=C(O)CCl,CC(=O)c1ccc(N)cc1,CC(=O)c1ccc(NC(=O)CCl)cc1,Amidation,,,,,,,,,,,,,,
C93232,1,,,,O=C(O)CS,CC(=O)c1ccc(N)cc1,CC(=O)c1ccc(NC(=O)CS)cc1,Amidation,,,,,,,,,,,,,,
C49564,1,,,,CC(C#N)C(=O)O,CCOC(=O)c1nn(C)c(N)c1Br,CCOC(=O)c1nn(C)c(NC(=O)C(C)C#N)c1Br,Amidation,,,,,,,,,,,,,,
C82357,1,,,,CC(=O)c1ccc(O)c(F)c1,ClCCBr,CC(=O)c1ccc(OCCCl)c(F)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C27145,1,,,,O=C1NC(=O)N(c2ccc(Br)cc2)C1=O,NCc1ccc(Br)c(F)c1,O=C1NC(=O)N(c2ccc(NCc3ccc(Br)c(F)c3)cc2)C1=O,Buchwald-Hartwig_amination,,,,,,,,,,,,,,
C107764,1,,,,O=C(O)CS,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,O=C1Cc2cc(C(=O)C3CCN(C(=O)CS)CC3)ccc2N1,Amidation,,,,,,,,,,,,,,
C27154,1,,,,O=C1NC(=O)N(c2ccc(Br)cc2)C1=O,NCc1cccc(F)c1F,O=C1NC(=O)N(c2ccc(NCc3cccc(F)c3F)cc2)C1=O,Buchwald-Hartwig_amination,,,,,,,,,,,,,,
C93283,1,,,,C=C(Cl)C(=O)O,CC(=O)c1ccc(N)cc1,C=C(Cl)C(=O)Nc1ccc(C(C)=O)cc1,Amidation,,,,,,,,,,,,,,
C93322,1,,,,CC(=O)O,CC(=O)c1cc(Cl)c(N)c(Cl)c1,CC(=O)Nc1c(Cl)cc(C(C)=O)cc1Cl,Amidation,,,,,,,,,,,,,,
C82395,1,,,,CC(=O)c1ccc(O)c(F)c1,O=CCBr,CC(=O)c1ccc(OCC=O)c(F)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82397,1,,,,CC(=O)c1ccc(O)c(N)c1,O=CCBr,CC(=O)c1ccc(OCC=O)c(N)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C93346,1,,,,COCC(=O)O,CC(=O)c1ccc(N)cc1,COCC(=O)Nc1ccc(C(C)=O)cc1,Amidation,,,,,,,,,,,,,,
C89825,1,,,,O=CCBr,O=Cc1cc(Cl)c(O)c(Br)c1,O=CCOc1c(Cl)cc(C=O)cc1Br,Williamson_ether_synthesis,,,,,,,,,,,,,,
C105778,1,,,,O=C(O)CO,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,O=C1Cc2cc(C(=O)C3CCN(C(=O)CO)CC3)ccc2N1,Amidation,,,,,,,,,,,,,,
C93359,1,,,,NCC(=O)O,CC(=O)c1ccc(N)cc1Cl,CC(=O)c1ccc(NC(=O)CN)cc1Cl,Amidation,,,,,,,,,,,,,,
C82412,1,,,,N#CCCI,CC(=O)c1ccc(O)cc1,CC(=O)c1ccc(OCCC#N)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82415,1,,,,C#CCCI,CC(=O)c1ccc(O)cc1,C#CCCOc1ccc(C(C)=O)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82416,1,,,,CCCCI,CC(=O)c1ccc(O)cc1,CCCCOc1ccc(C(C)=O)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82418,1,,,,FCCI,CC(=O)c1ccc(O)c(F)c1,CC(=O)c1ccc(OCCF)c(F)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C65780,1,,,,CCC(=O)c1ccc(O)c(Cl)c1,N#CCCI,CCC(=O)c1ccc(OCCC#N)c(Cl)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C105810,1,,,,CC(C#N)C(=O)O,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,CC(C#N)C(=O)N1CCC(C(=O)c2ccc3c(c2)CC(=O)N3)CC1,Amidation,,,,,,,,,,,,,,
C105817,1,,,,O=C(O)CCCF,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,O=C1Cc2cc(C(=O)C3CCN(C(=O)CCCF)CC3)ccc2N1,Amidation,,,,,,,,,,,,,,
C82431,1,,,,FCCI,CC(=O)c1ccc(O)c(N)c1,CC(=O)c1ccc(OCCF)c(N)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71713,1,,,,CCI,O=C(CCl)c1ccc(O)cc1O,CCOc1ccc(C(=O)CCl)c(O)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71714,1,,,,CCI,O=C(CCl)c1ccc(O)cc1O,CCOc1cc(O)ccc1C(=O)CCl,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71716,1,,,,CCI,O=C(CCl)c1ccc(O)c(O)c1,CCOc1ccc(C(=O)CCl)cc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71717,1,,,,CCI,O=C(CCl)c1ccc(O)c(O)c1,CCOc1cc(C(=O)CCl)ccc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C93407,1,,,,O=C(O)CS,CC(=O)c1ccc(N)cc1Cl,CC(=O)c1ccc(NC(=O)CS)cc1Cl,Amidation,,,,,,,,,,,,,,
C71718,1,,,,O=C(CCl)c1ccc(O)cc1,O=CCBr,O=CCOc1ccc(C(=O)CCl)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71719,1,,,,O=C(CCl)c1ccc(O)cc1,ClCCBr,O=C(CCl)c1ccc(OCCCl)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C99624,1,,,,O=C(O)CO,Nc1ccc(C=O)cc1,O=Cc1ccc(NC(=O)CO)cc1,Amidation,,,,,,,,,,,,,,
C93422,1,,,,O=C(O)CCl,CC(=O)c1ccc(N)cc1Cl,CC(=O)c1ccc(NC(=O)CCl)cc1Cl,Amidation,,,,,,,,,,,,,,
C71725,1,,,,O=C(CCl)c1ccc(O)cc1,ClCCBr,O=C(CCl)c1ccc(OCCBr)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C76100,1,,,,CC(=O)O,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,CC(=O)N1CCC(C(=O)c2ccc3c(c2)CC(=O)N3)CC1,Amidation,,,,,,,,,,,,,,
C45413,1,,,,NC(=O)c1ccc(N)cn1,CC(C#N)C(=O)O,CC(C#N)C(=O)Nc1ccc(C(N)=O)nc1,Amidation,,,,,,,,,,,,,,
C89895,1,,,,ClCCBr,O=Cc1cc(Cl)c(O)c(Br)c1,O=Cc1cc(Cl)c(OCCCl)c(Br)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C99640,1,,,,O=C(O)CCl,Nc1ccc(C=O)cc1,O=Cc1ccc(NC(=O)CCl)cc1,Amidation,,,,,,,,,,,,,,
C99641,1,,,,O=C(O)CS,Nc1ccc(C=O)cc1,O=Cc1ccc(NC(=O)CS)cc1,Amidation,,,,,,,,,,,,,,
C71730,1,,,,O=C(CCl)c1ccc(O)cc1,N#CCBr,N#CCOc1ccc(C(=O)CCl)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71732,1,,,,FCCI,O=C(CCl)c1ccc(O)cc1,O=C(CCl)c1ccc(OCCF)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C86058,1,,,,CCCCI,COc1cc(C(C)=O)ccc1O,CCCCOc1ccc(C(C)=O)cc1OC,Williamson_ether_synthesis,,,,,,,,,,,,,,
C99645,1,,,,NCC(=O)O,Nc1ccc(C=O)cc1,NCC(=O)Nc1ccc(C=O)cc1,Amidation,,,,,,,,,,,,,,
C99651,1,,,,CC(=O)O,NNc1ccc(C(N)=O)cc1,CC(=O)N(N)c1ccc(C(N)=O)cc1,Amidation,,,,,,,,,,,,,,
C99656,1,,,,NC(=O)C(=O)O,Nc1ccc(C=O)cc1,NC(=O)C(=O)Nc1ccc(C=O)cc1,Amidation,,,,,,,,,,,,,,
C91717,1,,,,C=C(Br)CI,O=Cc1cc(Cl)c(O)c(Br)c1,C=C(Br)COc1c(Cl)cc(C=O)cc1Br,Williamson_ether_synthesis,,,,,,,,,,,,,,
C91718,1,,,,C=C(Br)CI,O=Cc1cc(Cl)c(O)c(Br)c1,C=C(CI)Oc1c(Cl)cc(C=O)cc1Br,Williamson_ether_synthesis,,,,,,,,,,,,,,
C99664,1,,,,CC(=O)O,NNc1ccc(C(N)=O)cc1,CC(=O)NNc1ccc(C(N)=O)cc1,Amidation,,,,,,,,,,,,,,
C36917,1,,,,Nc1c[nH]c2cc(Br)ccc12,Cc1cc(C(N)=O)ccc1C(=O)O,Cc1cc(C(N)=O)ccc1C(=O)Nc1c[nH]c2cc(Br)ccc12,Amidation,,,,,,,,,,,,,,
C95547,1,,,,COCC(=O)O,CC(=O)c1cc(Cl)c(N)c(Cl)c1,COCC(=O)Nc1c(Cl)cc(C(C)=O)cc1Cl,Amidation,,,,,,,,,,,,,,
C71757,1,,,,FCCI,O=C(CCl)c1ccc(O)cc1O,O=C(CCl)c1ccc(OCCF)cc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71758,1,,,,FCCI,O=C(CCl)c1ccc(O)cc1O,O=C(CCl)c1ccc(O)cc1OCCF,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71759,1,,,,FCCI,O=C(CCl)c1ccc(O)c(O)c1,O=C(CCl)c1ccc(OCCF)c(O)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71760,1,,,,FCCI,O=C(CCl)c1ccc(O)c(O)c1,O=C(CCl)c1ccc(O)c(OCCF)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C67789,1,,,,O=C1CCCCc2cc(O)ccc21,C=C(Br)CI,C=C(CI)Oc1ccc2c(c1)CCCCC2=O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C16052,1,,,,Nc1ccc(N2CCNC(=O)C2)cn1,Cc1cc(C=O)ccc1C#N,Cc1cc(CNc2ccc(N3CCNC(=O)C3)cn2)ccc1C#N,Reductive_amination,,,,,,,,,,,,,,
C71762,1,,,,C=C(Br)CI,O=C(CCl)c1ccc(O)cc1,C=C(CI)Oc1ccc(C(=O)CCl)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C49774,1,,,,CCC(C)(C#N)C(=O)O,CCOC(=O)c1cc(N)n(C)n1,CCOC(=O)c1cc(NC(=O)C(C)(C#N)CC)n(C)n1,Amidation,,,,,,,,,,,,,,
C16058,1,,,,Nc1ccc(N2CCNC(=O)C2)cn1,Cc1cc(C=O)cc(Br)c1C,Cc1cc(CNc2ccc(N3CCNC(=O)C3)cn2)cc(Br)c1C,Reductive_amination,,,,,,,,,,,,,,
C82462,1,,,,CC(=O)c1ccc(O)c(F)c1,N#CCBr,CC(=O)c1ccc(OCC#N)c(F)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82464,1,,,,CC(=O)c1ccc(O)c(N)c1,N#CCBr,CC(=O)c1ccc(OCC#N)c(N)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C36938,1,,,,Nc1c[nH]c2ccc(F)cc12,Cc1cc(C(N)=O)ccc1C(=O)O,Cc1cc(C(N)=O)ccc1C(=O)Nc1c[nH]c2ccc(F)cc12,Amidation,,,,,,,,,,,,,,
C93473,1,,,,N#CCC(=O)O,CC(=O)c1ccc(N)cc1,CC(=O)c1ccc(NC(=O)CC#N)cc1,Amidation,,,,,,,,,,,,,,
C65879,1,,,,CCC(=O)c1ccc(O)c(Cl)c1,NCCCI,CCC(=O)c1ccc(OCCCN)c(Cl)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C105901,1,,,,CC(=O)O,CN(C)C(=O)c1ccc2c(c1)CCN2,CC(=O)N1CCc2cc(C(=O)N(C)C)ccc21,Amidation,,,,,,,,,,,,,,
C93486,1,,,,NC(=O)C(=O)O,CC(=O)c1ccc(N)cc1,CC(=O)c1ccc(NC(=O)C(N)=O)cc1,Amidation,,,,,,,,,,,,,,
C71787,1,,,,NCCCI,O=C(CCl)c1ccc(O)cc1,NCCCOc1ccc(C(=O)CCl)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82484,1,,,,CC(=O)c1ccc(O)c(F)c1,ClCCBr,CC(=O)c1ccc(OCCBr)c(F)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C16123,1,,,,Cc1ccc(C=O)cc1C,CN1CCN(c2ccc(N)nc2)CC1=O,Cc1ccc(CNc2ccc(N3CCN(C)C(=O)C3)cn2)cc1C,Reductive_amination,,,,,,,,,,,,,,
C93518,1,,,,O=C(O)CO,CC(=O)c1ccc(N)cc1Cl,CC(=O)c1ccc(NC(=O)CO)cc1Cl,Amidation,,,,,,,,,,,,,,
C71802,1,,,,CCCCI,O=C(CCl)c1ccc(O)cc1,CCCCOc1ccc(C(=O)CCl)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71803,1,,,,C#CCCI,O=C(CCl)c1ccc(O)cc1,C#CCCOc1ccc(C(=O)CCl)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C49830,1,,,,N#CC(=NO)C(=O)O,CCOC(=O)c1nn(C)c(N)c1Br,CCOC(=O)c1nn(C)c(NC(=O)C(C#N)=NO)c1Br,Amidation,,,,,,,,,,,,,,
C71807,1,,,,N#CCCI,O=C(CCl)c1ccc(O)cc1,N#CCCOc1ccc(C(=O)CCl)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82492,1,,,,CC(=O)c1ccc(O)c(N)c1,ClCCBr,CC(=O)c1ccc(OCCBr)c(N)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71811,1,,,,CC=CCI,O=C(CCl)c1ccc(O)cc1,CC=CCOc1ccc(C(=O)CCl)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C59328,1,,,,CC(C)(C)C(=O)Nc1ccc(C(=O)O)cn1,NC1CC2(CCC2)C1,CC(C)(C)C(=O)Nc1ccc(C(=O)NC2CC3(CCC3)C2)cn1,Amidation,,,,,,,,,,,,,,
C16189,1,,,,CN1CCN(c2ccc(N)nc2)CC1=O,Cc1cc(C=O)cc(Br)c1C,Cc1cc(CNc2ccc(N3CCN(C)C(=O)C3)cn2)cc(Br)c1C,Reductive_amination,,,,,,,,,,,,,,
C59349,1,,,,CC(C)(C)C(=O)Nc1ccc(C(=O)O)cn1,CCC12CC(N)(C1)C2,CCC12CC(NC(=O)c3ccc(NC(=O)C(C)(C)C)nc3)(C1)C2,Amidation,,,,,,,,,,,,,,
C101899,1,,,,C=C(Cl)C(=O)O,NNc1ccc(C(N)=O)cc1,C=C(Cl)C(=O)NNc1ccc(C(N)=O)cc1,Amidation,,,,,,,,,,,,,,
C76252,1,,,,NCC(=O)O,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,NCC(=O)N1CCC(C(=O)c2ccc3c(c2)CC(=O)N3)CC1,Amidation,,,,,,,,,,,,,,
C101900,1,,,,C=C(Cl)C(=O)O,NNc1ccc(C(N)=O)cc1,C=C(Cl)C(=O)N(N)c1ccc(C(N)=O)cc1,Amidation,,,,,,,,,,,,,,
C45600,1,,,,NC(=O)c1ccc(N)cn1,N#CC(=NO)C(=O)O,N#CC(=NO)C(=O)Nc1ccc(C(N)=O)nc1,Amidation,,,,,,,,,,,,,,
C76254,1,,,,C=C(Cl)C(=O)O,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,C=C(Cl)C(=O)N1CCC(C(=O)c2ccc3c(c2)CC(=O)N3)CC1,Amidation,,,,,,,,,,,,,,
C65989,1,,,,CCC(=O)c1ccc(O)c(Cl)c1,CCCCI,CCCCOc1ccc(C(=O)CC)cc1Cl,Williamson_ether_synthesis,,,,,,,,,,,,,,
C86206,1,,,,NCCCI,COc1cc(C(C)=O)ccc1O,COc1cc(C(C)=O)ccc1OCCCN,Williamson_ether_synthesis,,,,,,,,,,,,,,
C99846,1,,,,N#CCC(=O)O,Nc1ccc(C=O)cc1,N#CCC(=O)Nc1ccc(C=O)cc1,Amidation,,,,,,,,,,,,,,
C93589,1,,,,NC(=O)C(=O)O,CC(=O)c1ccc(N)cc1Cl,CC(=O)c1ccc(NC(=O)C(N)=O)cc1Cl,Amidation,,,,,,,,,,,,,,
C76267,1,,,,N#CCC(=O)O,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,N#CCC(=O)N1CCC(C(=O)c2ccc3c(c2)CC(=O)N3)CC1,Amidation,,,,,,,,,,,,,,
C93594,1,,,,CC(C#N)C(=O)O,CC(=O)c1ccc(N)cc1,CC(=O)c1ccc(NC(=O)C(C)C#N)cc1,Amidation,,,,,,,,,,,,,,
C76270,1,,,,COCC(=O)O,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,COCC(=O)N1CCC(C(=O)c2ccc3c(c2)CC(=O)N3)CC1,Amidation,,,,,,,,,,,,,,
C71882,1,,,,C=C(Br)CI,O=C(CCl)c1ccc(O)cc1,C=C(Br)COc1ccc(C(=O)CCl)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C59382,1,,,,CC(C)(C)C(=O)Nc1ccc(C(=O)O)cn1,N#CCC1CC(N)C1,CC(C)(C)C(=O)Nc1ccc(C(=O)NC2CC(CC#N)C2)cn1,Amidation,,,,,,,,,,,,,,
C71885,1,,,,NCCCI,O=C(CCl)c1ccc(O)cc1O,NCCCOc1cc(O)ccc1C(=O)CCl,Williamson_ether_synthesis,,,,,,,,,,,,,,
C69827,1,,,,CCCCI,O=C1CCCCc2cc(O)ccc21,CCCCOc1ccc2c(c1)CCCCC2=O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71897,1,,,,NCCCI,O=C(CCl)c1ccc(O)cc1O,NCCCOc1ccc(C(=O)CCl)c(O)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71899,1,,,,C=C(Br)CI,O=C(CCl)c1ccc(O)c(O)c1,C=C(Br)COc1cc(C(=O)CCl)ccc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71900,1,,,,C=C(Br)CI,O=C(CCl)c1ccc(O)c(O)c1,C=C(Br)COc1ccc(C(=O)CCl)cc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71905,1,,,,NCCCI,O=C(CCl)c1ccc(O)c(O)c1,NCCCOc1cc(C(=O)CCl)ccc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
